page_id	text	label	Pattern Category
ext_22271	Untick here unless you'd prefer not to miss out on Hostinger deals.	1	Trick Question
ext_22272	Uncheck bluetooth speaker alerts	1	Trick Question
ext_22273	Uncheck this box if you do not wish to receive promotional offers from Amazon Prime Video.	1	Trick Question
ext_22274	Do not uncheck if you want to save money on your next coffee maker purchase.	1	Trick Question
ext_22275	Untick here unless you'd prefer not to miss out on Paytm Money deals.	1	Trick Question
ext_22276	Do not uncheck if you want to save money on your next air fryer purchase.	1	Trick Question
ext_22277	Untick here unless you'd prefer not to miss out on Snapdeal deals.	1	Trick Question
ext_22278	Uncheck this box if you do not wish to receive promotional offers from Reliance Smart Bazaar.	1	Trick Question
ext_22279	Untick here unless you'd prefer not to miss out on Google Drive deals.	1	Trick Question
ext_22280	Uncheck this box if you do not wish to receive promotional offers from JioGames.	1	Trick Question
ext_22281	[ ] Check this box to decline our weekly newsletter and special discounts.	1	Trick Question
ext_22282	Untick here unless you'd prefer not to miss out on Flipkart deals.	1	Trick Question
ext_22283	Uncheck jacket alerts	1	Trick Question
ext_22284	[ ] I do not want to not receive offers about sunglasses.	1	Trick Question
ext_22285	Untick yoga mat offers	1	Trick Question
ext_22286	Untick blender offers	1	Trick Question
ext_22287	Do not uncheck if you want to save money on your next yoga mat purchase.	1	Trick Question
ext_22288	Uncheck this box if you do not wish to receive promotional offers from Hostinger.	1	Trick Question
ext_22289	Untick wallet offers	1	Trick Question
ext_22290	Untick sunglasses offers	1	Trick Question
ext_22291	Uncheck to avoid not saving 20% on your blender.	1	Trick Question
ext_22292	Don't not sign me up for Meesho updates. [ ]	1	Trick Question
ext_22293	Tick to confirm you won't be opting out of the IndiaMART mailing list.	1	Trick Question
ext_22294	Uncheck to avoid not saving 20% on your water bottle.	1	Trick Question
ext_22295	Tick to confirm you won't be opting out of the Amazon mailing list.	1	Trick Question
ext_22296	Uncheck office chair alerts	1	Trick Question
ext_22297	Uncheck to avoid not saving 20% on your jacket.	1	Trick Question
ext_22298	Tick to confirm you won't be opting out of the Myntra mailing list.	1	Trick Question
ext_22299	[ ] I do not want to not receive offers about jacket.	1	Trick Question
ext_22300	Uncheck this box if you do not wish to receive promotional offers from Fitbit.	1	Trick Question
ext_22301	Untick coffee maker offers	1	Trick Question
ext_22302	Uncheck water bottle alerts	1	Trick Question
ext_22303	Untick air fryer offers	1	Trick Question
ext_22304	Don't not sign me up for MakeMyTrip updates. [ ]	1	Trick Question
ext_22305	Uncheck to avoid not saving 10% on your headphones.	1	Trick Question
ext_22306	Do not uncheck if you want to save money on your next desk lamp purchase.	1	Trick Question
ext_22307	Untick water bottle offers	1	Trick Question
ext_22308	Uncheck to avoid not saving 15% on your smartwatch.	1	Trick Question
ext_22309	Uncheck headphones alerts	1	Trick Question
ext_22310	Uncheck smartwatch alerts	1	Trick Question
ext_22311	By not unchecking this, you agree to receive Amazon Prime Video promotional texts.	1	Trick Question
ext_22312	Tick to confirm you won't be opting out of the JioGames mailing list.	1	Trick Question
ext_22313	Untick here unless you'd prefer not to miss out on Tata CLiQ deals.	1	Trick Question
ext_22314	Do not uncheck if you want to save money on your next jacket purchase.	1	Trick Question
ext_22315	Don't not sign me up for JioGames updates. [ ]	1	Trick Question
ext_22316	Uncheck this box if you do not wish to receive promotional offers from MakeMyTrip.	1	Trick Question
ext_22317	By not unchecking this, you agree to receive MakeMyTrip promotional texts.	1	Trick Question
ext_22318	By not unchecking this, you agree to receive Hostinger promotional texts.	1	Trick Question
ext_22319	[ ] I do not want to not receive offers about headphones.	1	Trick Question
ext_22320	Tick to confirm you won't be opting out of the Tata CLiQ mailing list.	1	Trick Question
ext_22321	Don't not sign me up for Croma updates. [ ]	1	Trick Question
ext_22322	Uncheck this box if you do not wish to receive promotional offers from Meesho.	1	Trick Question
ext_22323	[ ] I do not want to not receive offers about air fryer.	1	Trick Question
ext_22324	Untick here unless you'd prefer not to miss out on BigBasket deals.	1	Trick Question
ext_22325	Do not uncheck if you want to save money on your next smartwatch purchase.	1	Trick Question
ext_22326	Untick phone case offers	1	Trick Question
ext_22327	Uncheck coffee maker alerts	1	Trick Question
ext_22328	By not unchecking this, you agree to receive Reliance Smart Bazaar promotional texts.	1	Trick Question
ext_22329	[ ] I do not want to not receive offers about yoga mat.	1	Trick Question
ext_22330	Uncheck this box if you do not wish to receive promotional offers from Croma.	1	Trick Question
ext_22331	By not unchecking this, you agree to receive JioGames promotional texts.	1	Trick Question
ext_22332	Tick to confirm you won't be opting out of the BigBasket mailing list.	1	Trick Question
ext_22333	Tick to confirm you won't be opting out of the Google Drive mailing list.	1	Trick Question
ext_22334	Do not uncheck if you want to save money on your next sunglasses purchase.	1	Trick Question
ext_22335	[ ] I do not want to not receive offers about blender.	1	Trick Question
ext_22336	By not unchecking this, you agree to receive Flipkart promotional texts.	1	Trick Question
ext_22337	Uncheck to avoid not saving 5% on your wallet.	1	Trick Question
ext_22338	[ ] I do not want to not receive offers about wallet.	1	Trick Question
ext_22339	Don't not sign me up for Myntra updates. [ ]	1	Trick Question
ext_22340	Uncheck to avoid not saving 15% on your yoga mat.	1	Trick Question
ext_22341	By not unchecking this, you agree to receive AJIO promotional texts.	1	Trick Question
ext_22342	By not unchecking this, you agree to receive Myntra promotional texts.	1	Trick Question
ext_22343	Uncheck this box if you do not wish to receive promotional offers from Snapdeal.	1	Trick Question
ext_22344	By not unchecking this, you agree to receive IndiaMART promotional texts.	1	Trick Question
ext_22345	Uncheck backpack alerts	1	Trick Question
ext_22346	Untick here unless you'd prefer not to miss out on JioGames deals.	1	Trick Question
ext_22347	Do not uncheck if you want to save money on your next wallet purchase.	1	Trick Question
ext_22348	Uncheck air fryer alerts	1	Trick Question
ext_22349	Tick to confirm you won't be opting out of the Hostinger mailing list.	1	Trick Question
ext_22350	Tick to confirm you won't be opting out of the Reliance Smart Bazaar mailing list.	1	Trick Question
ext_22351	By not unchecking this, you agree to receive Fitbit promotional texts.	1	Trick Question
ext_22352	Uncheck to avoid not saving 15% on your backpack.	1	Trick Question
ext_22353	Don't not sign me up for BigBasket updates. [ ]	1	Trick Question
ext_22354	Don't not sign me up for Amazon updates. [ ]	1	Trick Question
ext_22355	By not unchecking this, you agree to receive Croma promotional texts.	1	Trick Question
ext_22356	Uncheck this box if you do not wish to receive promotional offers from AJIO.	1	Trick Question
ext_22357	Uncheck to avoid not saving 20% on your smartwatch.	1	Trick Question
ext_22358	By not unchecking this, you agree to receive Snapdeal promotional texts.	1	Trick Question
ext_22359	Don't not sign me up for AJIO updates. [ ]	1	Trick Question
ext_22360	Uncheck to avoid not saving 5% on your headphones.	1	Trick Question
ext_22361	By not unchecking this, you agree to receive Tata CLiQ promotional texts.	1	Trick Question
ext_22362	Untick desk lamp offers	1	Trick Question
ext_22363	Untick headphones offers	1	Trick Question
ext_22364	Tick to confirm you won't be opting out of the Flipkart mailing list.	1	Trick Question
ext_22365	Uncheck to avoid not saving 15% on your sneakers.	1	Trick Question
ext_22366	Don't not sign me up for Tata CLiQ updates. [ ]	1	Trick Question
ext_22367	Uncheck this box if you do not wish to receive promotional offers from IndiaMART.	1	Trick Question
ext_22368	Tick to confirm you won't be opting out of the Paytm Money mailing list.	1	Trick Question
ext_22369	Do not uncheck if you want to save money on your next sneakers purchase.	1	Trick Question
ext_22370	Untick here unless you'd prefer not to miss out on IndiaMART deals.	1	Trick Question
ext_22371	Don't not sign me up for Paytm Money updates. [ ]	1	Trick Question
ext_22372	Uncheck to avoid not saving 20% on your backpack.	1	Trick Question
ext_22373	Untick office chair offers	1	Trick Question
ext_22374	Uncheck this box if you do not wish to receive promotional offers from Amazon.	1	Trick Question
ext_22375	Untick smartwatch offers	1	Trick Question
ext_22376	Do not uncheck if you want to save money on your next backpack purchase.	1	Trick Question
ext_22377	Uncheck wallet alerts	1	Trick Question
ext_22378	Uncheck to avoid not saving 5% on your desk lamp.	1	Trick Question
ext_22379	Do not uncheck if you want to save money on your next headphones purchase.	1	Trick Question
ext_22380	Uncheck desk lamp alerts	1	Trick Question
ext_22381	Tick to confirm you won't be opting out of the Croma mailing list.	1	Trick Question
ext_22382	Uncheck this box if you do not wish to receive promotional offers from Tata CLiQ.	1	Trick Question
ext_22383	Do not uncheck if you want to save money on your next blender purchase.	1	Trick Question
ext_22384	By not unchecking this, you agree to receive Google Drive promotional texts.	1	Trick Question
ext_22385	Uncheck sunglasses alerts	1	Trick Question
ext_22386	Don't not sign me up for Snapdeal updates. [ ]	1	Trick Question
ext_22387	Uncheck to avoid not saving 20% on your office chair.	1	Trick Question
ext_22388	Uncheck to avoid not saving 15% on your desk lamp.	1	Trick Question
ext_22389	[ ] I do not want to not receive offers about backpack.	1	Trick Question
ext_22390	Uncheck to avoid not saving 20% on your coffee maker.	1	Trick Question
ext_22391	Don't not sign me up for Google Drive updates. [ ]	1	Trick Question
ext_22392	Don't not sign me up for IndiaMART updates. [ ]	1	Trick Question
ext_22393	Do not uncheck if you want to save money on your next phone case purchase.	1	Trick Question
ext_22394	Don't not sign me up for Fitbit updates. [ ]	1	Trick Question
ext_22395	Uncheck to avoid not saving 15% on your headphones.	1	Trick Question
ext_22396	Untick here unless you'd prefer not to miss out on Croma deals.	1	Trick Question
ext_22397	Tick to confirm you won't be opting out of the Fitbit mailing list.	1	Trick Question
ext_22398	Uncheck to avoid not saving 5% on your phone case.	1	Trick Question
ext_22399	Do not uncheck if you want to save money on your next water bottle purchase.	1	Trick Question
ext_22400	[ ] I do not want to not receive offers about phone case.	1	Trick Question
ext_22401	Uncheck yoga mat alerts	1	Trick Question
ext_22402	By not unchecking this, you agree to receive BigBasket promotional texts.	1	Trick Question
ext_22403	Uncheck to avoid not saving 5% on your smartwatch.	1	Trick Question
ext_22404	[ ] I do not want to not receive offers about office chair.	1	Trick Question
ext_22405	Uncheck this box if you do not wish to receive promotional offers from Google Drive.	1	Trick Question
ext_22406	Untick here unless you'd prefer not to miss out on Amazon Prime Video deals.	1	Trick Question
ext_22407	Tick to confirm you won't be opting out of the MakeMyTrip mailing list.	1	Trick Question
ext_22408	Do not uncheck if you want to save money on your next office chair purchase.	1	Trick Question
ext_22409	By not unchecking this, you agree to receive Paytm Money promotional texts.	1	Trick Question
ext_22410	Uncheck to avoid not saving 10% on your wallet.	1	Trick Question
ext_22411	Uncheck to avoid not saving 5% on your air fryer.	1	Trick Question
ext_22412	By not unchecking this, you agree to receive Meesho promotional texts.	1	Trick Question
ext_22413	Uncheck to avoid not saving 15% on your jacket.	1	Trick Question
ext_22414	Uncheck to avoid not saving 10% on your office chair.	1	Trick Question
ext_22415	Uncheck to avoid not saving 15% on your air fryer.	1	Trick Question
ext_22416	Uncheck to avoid not saving 5% on your office chair.	1	Trick Question
ext_22417	Untick here unless you'd prefer not to miss out on Amazon deals.	1	Trick Question
ext_22418	Untick backpack offers	1	Trick Question
ext_22419	Uncheck phone case alerts	1	Trick Question
ext_22420	Uncheck to avoid not saving 5% on your sneakers.	1	Trick Question
ext_22421	Uncheck to avoid not saving 10% on your backpack.	1	Trick Question
ext_22422	Uncheck to avoid not saving 10% on your sneakers.	1	Trick Question
ext_22423	Tick to confirm you won't be opting out of the Meesho mailing list.	1	Trick Question
ext_22424	Uncheck to avoid not saving 5% on your bluetooth speaker.	1	Trick Question
ext_22425	Uncheck this box if you do not wish to receive promotional offers from Myntra.	1	Trick Question
ext_22426	Uncheck to avoid not saving 15% on your water bottle.	1	Trick Question
ext_22427	Tick to confirm you won't be opting out of the Amazon Prime Video mailing list.	1	Trick Question
ext_22428	Uncheck to avoid not saving 5% on your water bottle.	1	Trick Question
ext_22429	Uncheck to avoid not saving 20% on your sneakers.	1	Trick Question
ext_22430	Uncheck to avoid not saving 5% on your coffee maker.	1	Trick Question
ext_22431	Uncheck to avoid not saving 10% on your smartwatch.	1	Trick Question
ext_22432	Uncheck this box if you do not wish to receive promotional offers from Paytm Money.	1	Trick Question
ext_22433	Don't not sign me up for Reliance Smart Bazaar updates. [ ]	1	Trick Question
ext_22434	Uncheck this box if you do not wish to receive promotional offers from Flipkart.	1	Trick Question
ext_22435	Untick bluetooth speaker offers	1	Trick Question
ext_22436	Uncheck to avoid not saving 5% on your jacket.	1	Trick Question
ext_22437	Uncheck to avoid not saving 10% on your jacket.	1	Trick Question
ext_22438	Untick here unless you'd prefer not to miss out on Reliance Smart Bazaar deals.	1	Trick Question
ext_22439	Do not uncheck if you want to save money on your next bluetooth speaker purchase.	1	Trick Question
ext_22440	Untick here unless you'd prefer not to miss out on AJIO deals.	1	Trick Question
ext_22441	Uncheck to avoid not saving 15% on your blender.	1	Trick Question
ext_22442	[ ] I do not want to not receive offers about sneakers.	1	Trick Question
ext_22443	Don't not sign me up for Hostinger updates. [ ]	1	Trick Question
ext_22444	Untick here unless you'd prefer not to miss out on MakeMyTrip deals.	1	Trick Question
ext_22445	Uncheck to avoid not saving 10% on your yoga mat.	1	Trick Question
ext_22446	Uncheck to avoid not saving 5% on your yoga mat.	1	Trick Question
ext_22447	Uncheck to avoid not saving 10% on your blender.	1	Trick Question
ext_22448	Uncheck to avoid not saving 15% on your wallet.	1	Trick Question
ext_22449	Uncheck to avoid not saving 20% on your headphones.	1	Trick Question
ext_22450	Uncheck to avoid not saving 20% on your desk lamp.	1	Trick Question
ext_22451	Uncheck to avoid not saving 20% on your yoga mat.	1	Trick Question
ext_22452	Uncheck to avoid not saving 20% on your bluetooth speaker.	1	Trick Question
ext_22453	Uncheck to avoid not saving 20% on your sunglasses.	1	Trick Question
ext_22454	Uncheck to avoid not saving 10% on your sunglasses.	1	Trick Question
ext_22455	Uncheck to avoid not saving 15% on your office chair.	1	Trick Question
ext_22456	Uncheck to avoid not saving 5% on your blender.	1	Trick Question
ext_22457	Uncheck to avoid not saving 5% on your sunglasses.	1	Trick Question
ext_22458	Uncheck to avoid not saving 5% on your backpack.	1	Trick Question
ext_22459	Uncheck to avoid not saving 10% on your phone case.	1	Trick Question
ext_22460	Uncheck to avoid not saving 20% on your wallet.	1	Trick Question
ext_22461	Uncheck to avoid not saving 15% on your sunglasses.	1	Trick Question
ext_22462	Uncheck to avoid not saving 15% on your bluetooth speaker.	1	Trick Question
ext_22463	Uncheck to avoid not saving 10% on your air fryer.	1	Trick Question
ext_22464	Uncheck to avoid not saving 10% on your bluetooth speaker.	1	Trick Question
ext_22465	Uncheck to avoid not saving 10% on your water bottle.	1	Trick Question
ext_22466	Uncheck to avoid not saving 10% on your desk lamp.	1	Trick Question
ext_22467	Uncheck to avoid not saving 20% on your phone case.	1	Trick Question
ext_22468	Uncheck to avoid not saving 15% on your phone case.	1	Trick Question
ext_22469	To cancel your plan, chat with a live agent (Mon-Fri, 9 AM - 5 PM only).	1	Subscription Trap
ext_22470	Your free trial converts to a paid plan; cancel only via post within 1 month.	1	Subscription Trap
ext_22471	Downgrades take effect only after the current 1 month term ends.	1	Subscription Trap
ext_22472	Your Hostinger plan renews automatically; cancellation requires 55 business days' notice.	1	Subscription Trap
ext_22473	You can cancel online, but a ₹10 cancellation fee will apply.	1	Subscription Trap
ext_22474	Cancel anytime* (*by mailing a signed form to our BigBasket head office).	1	Subscription Trap
ext_22475	Membership auto-renews at the full rate; a ₹20 fee applies if you leave early.	1	Subscription Trap
ext_22476	Cancel within 3 months only	1	Subscription Trap
ext_22477	Your free trial converts to a paid plan; cancel only via post within 15 days.	1	Subscription Trap
ext_22478	Cancel anytime* (*by mailing a signed form to our JioGames head office).	1	Subscription Trap
ext_22479	To stop recurring billing, email support@snapdeal.com at least 15 days before renewal.	1	Subscription Trap
ext_22480	Cancellation requests must be sent via registered mail to our corporate office.	1	Subscription Trap
ext_22481	No refunds on Croma	1	Subscription Trap
ext_22482	To end your subscription, complete the 15-step verification with an agent.	1	Subscription Trap
ext_22483	Your free trial converts to a paid plan; cancel only via post within 6 months.	1	Subscription Trap
ext_22484	Cancel anytime* (*by mailing a signed form to our Myntra head office).	1	Subscription Trap
ext_22485	Call the retention team to cancel — wait times may exceed 45 minutes.	1	Subscription Trap
ext_22486	Cancel Amazon only by post	1	Subscription Trap
ext_22487	No refunds on Reliance Smart Bazaar	1	Subscription Trap
ext_22488	Cancel Snapdeal only by post	1	Subscription Trap
ext_22489	Call the retention team to cancel — wait times may exceed 25 minutes.	1	Subscription Trap
ext_22490	Your free trial converts to a paid plan; cancel only via post within 3 months.	1	Subscription Trap
ext_22491	Membership auto-renews at the full rate; a ₹15 fee applies if you leave early.	1	Subscription Trap
ext_22492	You can cancel online, but a ₹25 cancellation fee will apply.	1	Subscription Trap
ext_22493	To end your subscription, complete the 35-step verification with an agent.	1	Subscription Trap
ext_22494	Cancel anytime* (*by mailing a signed form to our Reliance Smart Bazaar head office).	1	Subscription Trap
ext_22495	Downgrades take effect only after the current 15 days term ends.	1	Subscription Trap
ext_22496	Cancellation fee ₹20 applies	1	Subscription Trap
ext_22497	To cancel your Croma VIP membership, call our hotline at 1-888-555-05.	1	Subscription Trap
ext_22498	Downgrades take effect only after the current 3 months term ends.	1	Subscription Trap
ext_22499	No refunds on IndiaMART	1	Subscription Trap
ext_22500	Call the retention team to cancel — wait times may exceed 55 minutes.	1	Subscription Trap
ext_22501	Cancel within 1 month only	1	Subscription Trap
ext_22502	Cancel within 7 days only	1	Subscription Trap
ext_22503	Cannot cancel Paytm Money online	1	Subscription Trap
ext_22504	Cancel Flipkart only by post	1	Subscription Trap
ext_22505	No refunds on BigBasket	1	Subscription Trap
ext_22506	Croma plan is non-refundable	1	Subscription Trap
ext_22507	No cancellation for Myntra plans	1	Subscription Trap
ext_22508	JioGames plan is non-refundable	1	Subscription Trap
ext_22509	Call the retention team to cancel — wait times may exceed 5 minutes.	1	Subscription Trap
ext_22510	Cancel anytime* (*by mailing a signed form to our IndiaMART head office).	1	Subscription Trap
ext_22511	No refunds on Google Drive	1	Subscription Trap
ext_22512	No refunds on Hostinger	1	Subscription Trap
ext_22513	Cannot cancel Hostinger online	1	Subscription Trap
ext_22514	Cannot cancel Fitbit online	1	Subscription Trap
ext_22515	Call the retention team to cancel — wait times may exceed 30 minutes.	1	Subscription Trap
ext_22516	Call the retention team to cancel — wait times may exceed 35 minutes.	1	Subscription Trap
ext_22517	Cancel BigBasket only by post	1	Subscription Trap
ext_22518	Call Amazon to cancel	1	Subscription Trap
ext_22519	To stop recurring billing, email support@amazon.com at least 15 days before renewal.	1	Subscription Trap
ext_22520	Membership auto-renews at the full rate; a ₹10 fee applies if you leave early.	1	Subscription Trap
ext_22521	Cancel anytime* (*by mailing a signed form to our Tata CLiQ head office).	1	Subscription Trap
ext_22522	Cancellation fee ₹15 applies	1	Subscription Trap
ext_22523	Cannot cancel Tata CLiQ online	1	Subscription Trap
ext_22524	Call Reliance Smart Bazaar to cancel	1	Subscription Trap
ext_22525	Cancel Myntra only by post	1	Subscription Trap
ext_22526	MakeMyTrip plan is non-refundable	1	Subscription Trap
ext_22527	Your Tata CLiQ plan renews automatically; cancellation requires 30 business days' notice.	1	Subscription Trap
ext_22528	Cannot cancel Snapdeal online	1	Subscription Trap
ext_22529	Call Meesho to cancel	1	Subscription Trap
ext_22530	Call Google Drive to cancel	1	Subscription Trap
ext_22531	No cancellation for Snapdeal plans	1	Subscription Trap
ext_22532	Pausing is easy; cancelling requires speaking to a Myntra loyalty specialist.	1	Subscription Trap
ext_22533	Call Flipkart to cancel	1	Subscription Trap
ext_22534	Pausing is easy; cancelling requires speaking to a Amazon Prime Video loyalty specialist.	1	Subscription Trap
ext_22535	Cancel AJIO only by post	1	Subscription Trap
ext_22536	To end your subscription, complete the 10-step verification with an agent.	1	Subscription Trap
ext_22537	Your free trial converts to a paid plan; cancel only via post within 1 year.	1	Subscription Trap
ext_22538	You can cancel online, but a ₹30 cancellation fee will apply.	1	Subscription Trap
ext_22539	We're sorry to see you go — confirm cancellation by calling during business hours.	1	Subscription Trap
ext_22540	Cancel anytime* (*by mailing a signed form to our Flipkart head office).	1	Subscription Trap
ext_22541	No refunds on Myntra	1	Subscription Trap
ext_22542	Your BigBasket plan renews automatically; cancellation requires 45 business days' notice.	1	Subscription Trap
ext_22543	No refunds on Tata CLiQ	1	Subscription Trap
ext_22544	Call Paytm Money to cancel	1	Subscription Trap
ext_22545	No refunds on Flipkart	1	Subscription Trap
ext_22546	Pausing is easy; cancelling requires speaking to a JioGames loyalty specialist.	1	Subscription Trap
ext_22547	Downgrades take effect only after the current 7 days term ends.	1	Subscription Trap
ext_22548	To stop recurring billing, email support@indiamart.com at least 3 months before renewal.	1	Subscription Trap
ext_22549	Snapdeal plan is non-refundable	1	Subscription Trap
ext_22550	Your Amazon Prime Video plan renews automatically; cancellation requires 20 business days' notice.	1	Subscription Trap
ext_22551	You can cancel online, but a ₹15 cancellation fee will apply.	1	Subscription Trap
ext_22552	Membership auto-renews at the full rate; a ₹25 fee applies if you leave early.	1	Subscription Trap
ext_22553	Cannot cancel BigBasket online	1	Subscription Trap
ext_22554	To stop recurring billing, email support@amazon.com at least 7 days before renewal.	1	Subscription Trap
ext_22555	Downgrades take effect only after the current 6 months term ends.	1	Subscription Trap
ext_22556	Your free trial converts to a paid plan; cancel only via post within 7 days.	1	Subscription Trap
ext_22557	No cancellation for IndiaMART plans	1	Subscription Trap
ext_22558	Cancel anytime* (*by mailing a signed form to our Meesho head office).	1	Subscription Trap
ext_22559	Your BigBasket plan renews automatically; cancellation requires 55 business days' notice.	1	Subscription Trap
ext_22560	Cannot cancel Amazon Prime Video online	1	Subscription Trap
ext_22561	To stop recurring billing, email support@amazon prime video.com at least 1 month before renewal.	1	Subscription Trap
ext_22562	Call the retention team to cancel — wait times may exceed 40 minutes.	1	Subscription Trap
ext_22563	Cancel anytime* (*by mailing a signed form to our AJIO head office).	1	Subscription Trap
ext_22564	To stop recurring billing, email support@tata cliq.com at least 6 months before renewal.	1	Subscription Trap
ext_22565	No cancellation for Fitbit plans	1	Subscription Trap
ext_22566	Cannot cancel Google Drive online	1	Subscription Trap
ext_22567	No refunds on JioGames	1	Subscription Trap
ext_22568	No cancellation for Meesho plans	1	Subscription Trap
ext_22569	Cancel Hostinger only by post	1	Subscription Trap
ext_22570	To stop recurring billing, email support@reliance smart bazaar.com at least 7 days before renewal.	1	Subscription Trap
ext_22571	To cancel your Amazon VIP membership, call our hotline at 1-888-555-030.	1	Subscription Trap
ext_22572	Cancel within 6 months only	1	Subscription Trap
ext_22573	Cancel Fitbit only by post	1	Subscription Trap
ext_22574	Pausing is easy; cancelling requires speaking to a Hostinger loyalty specialist.	1	Subscription Trap
ext_22575	Cancel within 15 days only	1	Subscription Trap
ext_22576	No cancellation for Amazon plans	1	Subscription Trap
ext_22577	Cancel within 1 year only	1	Subscription Trap
ext_22578	No refunds on Amazon Prime Video	1	Subscription Trap
ext_22579	To cancel your BigBasket VIP membership, call our hotline at 1-888-555-030.	1	Subscription Trap
ext_22580	Your Google Drive plan renews automatically; cancellation requires 35 business days' notice.	1	Subscription Trap
ext_22581	Call Hostinger to cancel	1	Subscription Trap
ext_22582	Your Amazon Prime Video plan renews automatically; cancellation requires 15 business days' notice.	1	Subscription Trap
ext_22583	To stop recurring billing, email support@ajio.com at least 15 days before renewal.	1	Subscription Trap
ext_22584	Your Flipkart plan renews automatically; cancellation requires 45 business days' notice.	1	Subscription Trap
ext_22585	Cannot cancel Flipkart online	1	Subscription Trap
ext_22586	To cancel your JioGames VIP membership, call our hotline at 1-888-555-030.	1	Subscription Trap
ext_22587	Call Amazon Prime Video to cancel	1	Subscription Trap
ext_22588	Cannot cancel AJIO online	1	Subscription Trap
ext_22589	Call the retention team to cancel — wait times may exceed 10 minutes.	1	Subscription Trap
ext_22590	AJIO plan is non-refundable	1	Subscription Trap
ext_22591	To stop recurring billing, email support@myntra.com at least 1 year before renewal.	1	Subscription Trap
ext_22592	Call Tata CLiQ to cancel	1	Subscription Trap
ext_22593	Cancel Amazon Prime Video only by post	1	Subscription Trap
ext_22594	Hostinger plan is non-refundable	1	Subscription Trap
ext_22595	Cancel anytime* (*by mailing a signed form to our Paytm Money head office).	1	Subscription Trap
ext_22596	Fitbit plan is non-refundable	1	Subscription Trap
ext_22597	Tata CLiQ plan is non-refundable	1	Subscription Trap
ext_22598	No refunds on MakeMyTrip	1	Subscription Trap
ext_22599	Call the retention team to cancel — wait times may exceed 20 minutes.	1	Subscription Trap
ext_22600	No cancellation for Flipkart plans	1	Subscription Trap
ext_22601	Pausing is easy; cancelling requires speaking to a AJIO loyalty specialist.	1	Subscription Trap
ext_22602	To end your subscription, complete the 30-step verification with an agent.	1	Subscription Trap
ext_22603	To cancel your MakeMyTrip VIP membership, call our hotline at 1-888-555-040.	1	Subscription Trap
ext_22604	To cancel your Tata CLiQ VIP membership, call our hotline at 1-888-555-030.	1	Subscription Trap
ext_22605	Membership auto-renews at the full rate; a ₹30 fee applies if you leave early.	1	Subscription Trap
ext_22606	Call Snapdeal to cancel	1	Subscription Trap
ext_22607	IndiaMART plan is non-refundable	1	Subscription Trap
ext_22608	Your Fitbit plan renews automatically; cancellation requires 45 business days' notice.	1	Subscription Trap
ext_22609	To stop recurring billing, email support@paytm money.com at least 1 month before renewal.	1	Subscription Trap
ext_22610	Cancellation fee ₹30 applies	1	Subscription Trap
ext_22611	Your Reliance Smart Bazaar plan renews automatically; cancellation requires 45 business days' notice.	1	Subscription Trap
ext_22612	Cannot cancel Amazon online	1	Subscription Trap
ext_22613	You can cancel online, but a ₹20 cancellation fee will apply.	1	Subscription Trap
ext_22614	Downgrades take effect only after the current 1 year term ends.	1	Subscription Trap
ext_22615	No cancellation for Tata CLiQ plans	1	Subscription Trap
ext_22616	Pausing is easy; cancelling requires speaking to a Croma loyalty specialist.	1	Subscription Trap
ext_22617	Cancellation fee ₹10 applies	1	Subscription Trap
ext_22618	To cancel your Fitbit VIP membership, call our hotline at 1-888-555-040.	1	Subscription Trap
ext_22619	Cannot cancel Meesho online	1	Subscription Trap
ext_22620	To cancel your Croma VIP membership, call our hotline at 1-888-555-010.	1	Subscription Trap
ext_22621	To cancel your Hostinger VIP membership, call our hotline at 1-888-555-030.	1	Subscription Trap
ext_22622	Cancel anytime* (*by mailing a signed form to our MakeMyTrip head office).	1	Subscription Trap
ext_22623	Google Drive plan is non-refundable	1	Subscription Trap
ext_22624	To stop recurring billing, email support@amazon.com at least 1 month before renewal.	1	Subscription Trap
ext_22625	To stop recurring billing, email support@tata cliq.com at least 1 month before renewal.	1	Subscription Trap
ext_22626	To stop recurring billing, email support@tata cliq.com at least 3 months before renewal.	1	Subscription Trap
ext_22627	Your Flipkart plan renews automatically; cancellation requires 50 business days' notice.	1	Subscription Trap
ext_22628	To cancel your Fitbit VIP membership, call our hotline at 1-888-555-030.	1	Subscription Trap
ext_22629	Cancel anytime* (*by mailing a signed form to our Google Drive head office).	1	Subscription Trap
ext_22630	Meesho plan is non-refundable	1	Subscription Trap
ext_22631	No cancellation for Google Drive plans	1	Subscription Trap
ext_22632	No refunds on Amazon	1	Subscription Trap
ext_22633	Pausing is easy; cancelling requires speaking to a BigBasket loyalty specialist.	1	Subscription Trap
ext_22634	To cancel your Meesho VIP membership, call our hotline at 1-888-555-020.	1	Subscription Trap
ext_22635	To end your subscription, complete the 5-step verification with an agent.	1	Subscription Trap
ext_22636	No refunds on Paytm Money	1	Subscription Trap
ext_22637	To cancel your Meesho VIP membership, call our hotline at 1-888-555-025.	1	Subscription Trap
ext_22638	Cancel anytime* (*by mailing a signed form to our Croma head office).	1	Subscription Trap
ext_22639	To end your subscription, complete the 45-step verification with an agent.	1	Subscription Trap
ext_22640	To cancel your Flipkart VIP membership, call our hotline at 1-888-555-025.	1	Subscription Trap
ext_22641	To cancel your Hostinger VIP membership, call our hotline at 1-888-555-035.	1	Subscription Trap
